Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	parental_MOLM14_R1	Late_Gilteritinib_MOLM14_R1	Early_Gilteritinib_MOLM14_FGF2_R1	Late_Gilteritinib_MOLM14_FGF2_R2	Early_Gilteritinib_MOLM14_FGF2_R2	Late_Gilteritinib_MOLM14_FGF2_R3	parental_MOLM14_R2	Early_Gilteritinib_MOLM14_FGF2_R3	Late_Gilteritinib_MOLM14_FGF2_R4	Early_Gilteritinib_MOLM14_FGF2_R4	Pool01
sp|Q9Y5L4|TIM13_HUMAN	Q9Y5L4	TIM13_HUMAN	TIMM13	95	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim13	1:Experimental evidence at protein level	77.89	10.000	0.9990	8	8	8	37	37	37	753666000	753666000	753666000	11K(229.1629), 15K(229.1629), 16K(229.1629), 1C(57.0214), 2M(15.9949), 4K(229.1629), 4M(15.9949), 5C(57.0214), 6M(15.9949), N-term(229.1692), N-term(42.0106)			14.038.818.519	15.949.724.120	13.009.135.200	19.263.309.907	13.907.194.160	17.131.293.047	21.830.775.619	14.142.237.965	17.545.297.146	15.043.930.562	23.405.184.478
sp|Q9Y5M8|SRPRB_HUMAN	Q9Y5M8	SRPRB_HUMAN	SRPRB	271	Homo sapiens	Signal recognition particle receptor subunit beta	1:Experimental evidence at protein level	46.86	10.000	0.9990	10	10	10	19	19	19	321842088	321842088	321842088	10K(229.1629), 11K(229.1629), 16K(229.1629), 17C(57.0214), 19K(229.1629), 20K(229.1629), 7K(229.1629), 8K(229.1629), 9C(57.0214), N-term(229.1692)			9.534.483.811	11.266.200.203	5.980.638.837	12.604.969.158	8.240.496.711	11.353.000.112	12.906.056.924	6.301.721.172	11.425.324.878	6.051.901.492	12.733.746.772
sp|Q9Y5N5|N6MT1_HUMAN	Q9Y5N5	N6MT1_HUMAN	N6AMT1	214	Homo sapiens	Methyltransferase N6AMT1	1:Experimental evidence at protein level	17.29	10.000	0.9990	3	3	3	4	4	4	22353606	22353606	22353606	12K(229.1629), N-term(229.1692), N-term(42.0106)			1.028.059.971	988.928.101	966.860.444	1.326.057.954	1.252.968.037	1.168.500.547	1.391.229.805	973.350.991	1.239.360.215	1.170.197.021	1.532.766.582
sp|Q9Y5N6|ORC6_HUMAN	Q9Y5N6	ORC6_HUMAN	ORC6	252	Homo sapiens	Origin recognition complex subunit 6	1:Experimental evidence at protein level	6.35	10.000	0.9990	2	2	2	3	3	3	7164939	7164939	7164939	6C(57.0214), 8K(229.1629), N-term(229.1692)			666.987.432	383.097.676	255.671.924	440.482.275	383.273.066	428.402.588	935.122.930	183.800.376	537.264.893	141.407.820	829.165.625
sp|Q9Y5P4|CERT_HUMAN	Q9Y5P4	CERT_HUMAN	CERT1	624	Homo sapiens	Ceramide transfer protein	1:Experimental evidence at protein level	43.27	10.000	0.9990	24	24	24	50	50	50	170375240	170375240	170375240	10K(229.1629), 11K(229.1629), 13K(229.1629), 14C(57.0214), 15K(229.1629), 16C(57.0214), 17K(229.1629), 1K(229.1629), 27C(57.0214), 28K(229.1629), 5C(57.0214), 7C(57.0214), 7K(229.1629), 8C(57.0214), 8K(229.1629), 9C(57.0214), 9K(229.1629), N-term(229.1692)			16.458.123.052	23.839.627.695	16.001.069.823	27.132.839.556	21.511.018.684	26.155.807.327	25.111.113.757	20.049.786.699	26.640.884.121	17.027.423.612	31.321.870.972
sp|Q9Y5P6|GMPPB_HUMAN	Q9Y5P6	GMPPB_HUMAN	GMPPB	360	Homo sapiens	Mannose-1-phosphate guanyltransferase beta	1:Experimental evidence at protein level	30.83	10.000	0.9990	9	9	9	17	17	17	340066800	340066800	340066800	10K(229.1629), 12K(229.1629), 2C(57.0214), 4K(229.1629), 6C(57.0214), 8K(229.1629), N-term(229.1692)			13.156.863.872	16.395.910.796	11.865.017.678	16.627.813.296	13.726.395.845	16.222.906.699	18.678.816.680	12.495.431.982	18.423.542.598	11.052.116.431	24.838.080.615
sp|Q9Y5Q8|TF3C5_HUMAN	Q9Y5Q8	TF3C5_HUMAN	GTF3C5	519	Homo sapiens	General transcription factor 3C polypeptide 5	1:Experimental evidence at protein level	45.47	10.000	0.9990	23	23	23	43	43	43	152771600	152771600	152771600	10K(229.1629), 11K(229.1629), 12K(229.1629), 13K(229.1629), 16K(229.1629), 19K(229.1629), 1K(229.1629), 2C(57.0214), 4C(57.0214), 7C(57.0214), 7K(229.1629), 8C(57.0214), 8K(229.1629), 8M(15.9949), 9K(229.1629), N-term(229.1692), N-term(42.0106)			16.622.133.187	15.697.291.026	11.151.902.130	17.752.331.865	17.014.464.484	16.187.633.488	23.735.240.067	13.813.553.564	18.436.903.023	11.497.574.286	23.415.561.946
sp|Q9Y5Q9|TF3C3_HUMAN	Q9Y5Q9	TF3C3_HUMAN	GTF3C3	886	Homo sapiens	General transcription factor 3C polypeptide 3	1:Experimental evidence at protein level	18.96	10.000	0.9990	14	14	14	26	26	26	90089422	90089422	90089422	11K(229.1629), 12K(229.1629), 13K(229.1629), 14K(229.1629), 15K(229.1629), 1K(229.1629), 5C(57.0214), 8K(229.1629), N-term(229.1692), N-term(42.0106)			10.100.774.937	9.501.105.623	8.753.266.326	9.731.243.083	10.937.840.977	9.494.151.885	13.652.890.498	8.030.622.024	10.617.779.172	8.307.276.758	14.845.329.658
sp|Q9Y5R8|TPPC1_HUMAN	Q9Y5R8	TPPC1_HUMAN	TRAPPC1	145	Homo sapiens	Trafficking protein particle complex subunit 1	1:Experimental evidence at protein level	21.38	10.000	0.9990	3	3	3	7	7	7	123656104	123656104	123656104	11K(229.1629), N-term(229.1692)			2.505.922.803	3.410.099.375	2.576.266.299	4.281.101.211	3.830.299.658	3.980.113.516	4.183.048.203	3.498.678.896	4.023.979.316	3.064.843.555	4.961.671.426
sp|Q9Y5S1|TRPV2_HUMAN	Q9Y5S1	TRPV2_HUMAN	TRPV2	764	Homo sapiens	Transient receptor potential cation channel subfamily V member 2	1:Experimental evidence at protein level	6.54	10.000	0.9990	5	5	5	11	11	11	339451742	339451742	339451742	11K(229.1629), 14K(229.1629), 2C(57.0214), 7K(229.1629), N-term(229.1692)			5.011.055.605	4.651.503.984	3.313.631.304	4.927.848.145	4.803.672.363	4.644.252.715	5.228.341.689	4.231.807.969	5.115.821.465	4.355.318.311	7.647.923.477
sp|Q9Y5S2|MRCKB_HUMAN	Q9Y5S2	MRCKB_HUMAN	CDC42BPB	1711	Homo sapiens	Serine/threonine-protein kinase MRCK beta	1:Experimental evidence at protein level	1.81	10.000	0.9990	3	2	2	3	2	2	47378857	9604453	47378857	12C(57.0214), 7K(229.1629), N-term(229.1692)			1.101.996.243	960.724.897	679.752.821	1.158.450.254	977.437.229	1.082.092.373	1.228.806.284	799.380.928	1.015.055.034	509.126.807	1.735.146.870
sp|Q9Y5S9|RBM8A_HUMAN	Q9Y5S9	RBM8A_HUMAN	RBM8A	174	Homo sapiens	RNA-binding protein 8A	1:Experimental evidence at protein level	67.24	10.000	0.9990	11	11	11	87	87	87	986180448	986180448	986180448	11K(229.1629), 15M(15.9949), 16M(15.9949), 24C(57.0214), 26K(229.1629), 31K(229.1629), 3M(15.9949), 6M(15.9949), 8K(229.1629), N-term(229.1692), N-term(42.0106)			25.488.440.820	27.577.201.754	21.951.380.416	33.407.654.310	25.895.253.159	29.104.486.454	37.325.699.811	20.549.492.865	30.459.158.048	18.081.748.846	37.670.166.635
sp|Q9Y5T5|UBP16_HUMAN	Q9Y5T5	UBP16_HUMAN	USP16	823	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 16	1:Experimental evidence at protein level	27.46	10.000	0.9990	20	20	20	27	27	27	97288522	97288522	97288522	10C(57.0214), 10K(229.1629), 11C(57.0214), 11K(229.1629), 12C(57.0214), 12K(229.1629), 13C(57.0214), 14C(57.0214), 14K(229.1629), 15C(57.0214), 23K(229.1629), 24K(229.1629), 2K(229.1629), 7K(229.1629), 8K(229.1629), 9C(57.0214), 9K(229.1629), N-term(229.1692)			11.769.699.993	12.294.787.772	10.920.055.537	12.845.249.890	14.416.247.173	12.283.888.735	16.773.524.316	10.270.742.974	13.756.601.738	10.313.590.486	20.310.609.917
sp|Q9Y5U2|TSSC4_HUMAN	Q9Y5U2	TSSC4_HUMAN	TSSC4	329	Homo sapiens	U5 small nuclear ribonucleoprotein TSSC4	1:Experimental evidence at protein level	24.32	10.000	0.9990	8	8	8	16	16	16	400109528	400109528	400109528	18K(229.1629), 5C(57.0214), 5K(229.1629), 7C(57.0214), N-term(229.1692)			4.999.791.497	4.727.889.658	3.806.638.865	5.328.356.011	5.442.249.338	5.240.601.594	6.858.209.485	4.517.122.195	5.825.805.718	4.661.739.993	7.335.520.957
sp|Q9Y5V0|ZN706_HUMAN	Q9Y5V0	ZN706_HUMAN	ZNF706	76	Homo sapiens	Zinc finger protein 706	1:Experimental evidence at protein level	39.47	10.000	0.9990	3	3	3	16	16	16	192157752	192157752	192157752	10C(57.0214), 3M(15.9949), 7C(57.0214), 7K(229.1629), N-term(229.1692)			6.204.214.785	7.209.878.340	6.144.844.766	7.246.630.098	7.728.143.145	7.369.805.078	8.800.274.395	6.450.198.145	8.351.111.055	5.960.189.805	10.540.781.680
sp|Q9Y5W7|SNX14_HUMAN	Q9Y5W7	SNX14_HUMAN	SNX14	946	Homo sapiens	Sorting nexin-14	1:Experimental evidence at protein level	3.81	10.000	0.9990	3	3	3	4	4	4	48898278	48898278	48898278	13K(229.1629), 16K(229.1629), 7K(229.1629), N-term(229.1692)			601.237.466	816.499.150	494.559.219	940.034.551	686.479.136	803.610.366	1.081.598.462	587.717.583	805.773.481	628.030.552	1.006.964.658
sp|Q9Y5W8|SNX13_HUMAN	Q9Y5W8	SNX13_HUMAN	SNX13	968	Homo sapiens	Sorting nexin-13	1:Experimental evidence at protein level	0.93	10.000	0.9990	1	1	1	1	1	1	1113112	1113112	1113112	N-term(229.1692)			32.104.019	23.720.156	35.510.178	30.660.110	38.250.596	61.403.198	46.008.193	54.075.469	29.596.677	65.481.060	80.883.325
sp|Q9Y5W9|SNX11_HUMAN	Q9Y5W9	SNX11_HUMAN	SNX11	270	Homo sapiens	Sorting nexin-11	1:Experimental evidence at protein level	21.11	10.000	0.9990	4	4	4	4	4	4	5928972	5928972	5928972	13K(229.1629), 14K(229.1629), 21K(229.1629), 9K(229.1629), N-term(229.1692)			619.009.048	814.963.711	428.618.564	856.317.539	871.062.070	832.584.932	819.682.773	706.086.650	795.248.584	766.382.300	1.149.127.402
sp|Q9Y5X1|SNX9_HUMAN	Q9Y5X1	SNX9_HUMAN	SNX9	595	Homo sapiens	Sorting nexin-9	1:Experimental evidence at protein level	23.03	10.000	0.9990	11	11	11	14	14	14	60421045	60421045	60421045	11K(229.1629), 14K(229.1629), 15K(229.1629), 20K(229.1629), 2C(57.0214), 5C(57.0214), 7K(229.1629), 8K(229.1629), N-term(229.1692)			5.494.108.850	1.681.864.779	3.657.093.574	2.056.589.413	5.681.230.869	1.743.481.128	7.249.536.362	4.442.890.615	2.077.371.528	2.802.899.211	5.351.006.484
sp|Q9Y5X2|SNX8_HUMAN	Q9Y5X2	SNX8_HUMAN	SNX8	465	Homo sapiens	Sorting nexin-8	1:Experimental evidence at protein level	20.86	10.000	0.9990	9	9	9	14	14	14	58782248	58782248	58782248	11K(229.1629), 13C(57.0214), 13K(229.1629), 14K(229.1629), 3C(57.0214), 5C(57.0214), 8K(229.1629), 9K(229.1629), N-term(229.1692)			4.049.308.579	4.923.590.273	3.579.791.387	5.386.873.643	4.593.852.021	4.948.569.829	5.406.990.190	3.900.392.485	5.917.673.911	3.982.601.599	7.684.359.561
sp|Q9Y5X3|SNX5_HUMAN	Q9Y5X3	SNX5_HUMAN	SNX5	404	Homo sapiens	Sorting nexin-5	1:Experimental evidence at protein level	45.30	10.000	0.9990	17	15	15	41	39	39	524384248	524384248	524384248	10C(57.0214), 10K(229.1629), 11K(229.1629), 12C(57.0214), 12K(229.1629), 13K(229.1629), 14K(229.1629), 25K(229.1629), 26K(229.1629), 3M(15.9949), 5M(15.9949), 7K(229.1629), 8K(229.1629), 9C(57.0214), 9K(229.1629), N-term(229.1692)			19.900.960.591	24.315.098.608	15.915.789.277	25.987.533.828	21.034.762.627	24.911.268.643	24.834.889.219	19.476.432.964	27.407.816.650	14.188.580.322	33.907.825.371
sp|Q9Y5Y2|NUBP2_HUMAN	Q9Y5Y2	NUBP2_HUMAN	NUBP2	271	Homo sapiens	Cytosolic Fe-S cluster assembly factor NUBP2	1:Experimental evidence at protein level	31.73	10.000	0.9990	7	7	7	23	23	23	134220276	134220276	134220276	10C(57.0214), 13C(57.0214), 16C(57.0214), 19C(57.0214), 1K(229.1629), 8C(57.0214), 9C(57.0214), 9K(229.1629), N-term(229.1692), N-term(42.0106)			4.737.742.444	5.885.073.640	5.259.693.345	6.329.883.159	6.572.403.755	6.417.278.149	7.370.943.723	5.369.710.261	6.556.309.419	4.705.750.580	8.180.745.005
sp|Q9Y5Y5|PEX16_HUMAN	Q9Y5Y5	PEX16_HUMAN	PEX16	336	Homo sapiens	Peroxisomal membrane protein PEX16	1:Experimental evidence at protein level	6.25	10.000	0.9990	2	2	2	2	2	2	34095588	34095588	34095588	10K(229.1629), 1K(229.1629), N-term(229.1692)			1.141.261.211	1.510.114.570	811.423.359	1.686.313.672	1.513.092.695	1.654.959.922	1.559.503.242	919.876.719	1.624.230.469	828.124.375	2.392.400.938
sp|Q9Y5Y6|ST14_HUMAN	Q9Y5Y6	ST14_HUMAN	ST14	855	Homo sapiens	Suppressor of tumorigenicity 14 protein	1:Experimental evidence at protein level	9.12	10.000	0.9990	5	5	5	7	7	7	34527463	34527463	34527463	13C(57.0214), 14K(229.1629), 6C(57.0214), N-term(229.1692)			346.668.933	327.310.886	236.534.143	459.649.077	588.111.631	391.494.006	635.680.635	308.625.781	432.451.021	273.678.918	3.012.269.541
sp|Q9Y5Z4|HEBP2_HUMAN	Q9Y5Z4	HEBP2_HUMAN	HEBP2	205	Homo sapiens	Heme-binding protein 2	1:Experimental evidence at protein level	51.22	10.000	0.9990	8	8	8	25	25	25	326116720	326116720	326116720	10K(229.1629), 13K(229.1629), 21K(229.1629), 25K(229.1629), 8K(229.1629), 9K(229.1629), 9M(15.9949), N-term(229.1692), N-term(42.0106)			12.524.009.675	16.469.905.366	14.676.884.961	14.653.771.416	16.426.945.802	18.950.179.604	15.963.555.552	17.495.835.342	16.176.331.895	20.344.598.450	25.060.344.917
sp|Q9Y5Z7|HCFC2_HUMAN	Q9Y5Z7	HCFC2_HUMAN	HCFC2	792	Homo sapiens	Host cell factor 2	1:Experimental evidence at protein level	8.96	10.000	0.9990	7	6	6	8	7	7	67617232	17353295	67617232	10K(229.1629), 11K(229.1629), 14K(229.1629), 3C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214), 9K(229.1629), N-term(229.1692)			2.395.779.004	2.413.042.427	1.725.805.942	3.122.070.488	2.678.936.016	3.395.107.231	3.361.473.218	2.554.279.219	3.644.039.834	2.535.840.178	4.100.947.349
sp|Q9Y5Z9|UBIA1_HUMAN	Q9Y5Z9	UBIA1_HUMAN	UBIAD1	338	Homo sapiens	UbiA prenyltransferase domain-containing protein 1	1:Experimental evidence at protein level	5.62	10.000	0.9990	2	2	2	3	3	3	37447132	37447132	37447132	10K(229.1629), 9K(229.1629), N-term(229.1692), N-term(42.0106)			1.315.297.725	1.488.748.848	968.389.785	1.930.788.174	1.444.885.024	1.799.421.914	2.250.521.279	1.369.371.763	2.090.850.098	1.040.188.975	2.710.127.334
sp|Q9Y605|MOFA1_HUMAN	Q9Y605	MOFA1_HUMAN	MRFAP1	127	Homo sapiens	MORF4 family-associated protein 1	1:Experimental evidence at protein level	36.22	10.000	0.9990	3	2	3	5	4	5	59712040	55017680	59712040	12K(229.1629), 4M(15.9949), N-term(229.1692)			2.041.255.234	1.656.814.805	745.696.992	1.662.023.125	1.392.110.312	1.566.213.516	2.541.854.453	1.156.345.742	1.564.233.770	676.686.465	1.991.510.215
sp|Q9Y606|PUS1_HUMAN	Q9Y606	PUS1_HUMAN	PUS1	427	Homo sapiens	Pseudouridylate synthase 1 homolog	1:Experimental evidence at protein level	62.06	10.000	0.9990	29	29	29	86	86	86	749620768	749620768	749620768	10K(229.1629), 11K(229.1629), 12K(229.1629), 12M(15.9949), 14K(229.1629), 15K(229.1629), 16K(229.1629), 18K(229.1629), 27K(229.1629), 2M(15.9949), 3C(57.0214), 5K(229.1629), 5M(15.9949), 6M(15.9949), 8C(57.0214), 8K(229.1629), N-term(229.1692)			45.214.412.698	57.938.768.555	40.889.666.329	60.631.562.339	57.049.468.501	62.894.372.812	65.694.121.318	55.369.376.711	53.558.505.835	53.874.247.061	87.972.107.852
sp|Q9Y608|LRRF2_HUMAN	Q9Y608	LRRF2_HUMAN	LRRFIP2	721	Homo sapiens	Leucine-rich repeat flightless-interacting protein 2	1:Experimental evidence at protein level	14.56	10.000	0.9990	7	6	6	12	8	8	194573292	64143022	194573292	20K(229.1629), 9K(229.1629), N-term(229.1692)			4.005.824.851	6.385.281.923	4.011.783.345	6.498.516.835	5.947.345.782	6.278.660.786	5.717.406.616	4.187.037.153	6.832.825.476	3.233.635.449	7.676.018.191
sp|Q9Y613|FHOD1_HUMAN	Q9Y613	FHOD1_HUMAN	FHOD1	1164	Homo sapiens	FH1/FH2 domain-containing protein 1	1:Experimental evidence at protein level	32.13	10.000	0.9990	26	26	26	50	50	50	121741616	121741616	121741616	12K(229.1629), 13K(229.1629), 15K(229.1629), 24K(229.1629), 28K(229.1629), 2K(229.1629), 34K(229.1629), 5C(57.0214), 6M(15.9949), 7K(229.1629), 9K(229.1629), N-term(229.1692)			11.578.514.509	11.578.720.879	10.117.341.953	11.731.783.745	14.309.547.264	12.684.351.145	14.092.264.673	10.998.588.921	14.314.831.797	11.274.773.643	20.444.939.756
sp|Q9Y616|IRAK3_HUMAN	Q9Y616	IRAK3_HUMAN	IRAK3	596	Homo sapiens	Interleukin-1 receptor-associated kinase 3	1:Experimental evidence at protein level	32.55	10.000	0.9990	15	15	15	33	33	33	162905080	162905080	162905080	10K(229.1629), 11K(229.1629), 12K(229.1629), 13K(229.1629), 14C(57.0214), 17K(229.1629), 18K(229.1629), 4C(57.0214), 5C(57.0214), 7K(229.1629), 8C(57.0214), 9K(229.1629), N-term(229.1692), N-term(42.0106)			10.307.788.882	8.462.894.768	6.448.185.955	11.019.835.195	8.511.926.919	9.588.992.891	13.657.321.748	6.203.860.156	11.647.917.373	5.455.301.902	14.599.617.065
sp|Q9Y617|SERC_HUMAN	Q9Y617	SERC_HUMAN	PSAT1	370	Homo sapiens	Phosphoserine aminotransferase	1:Experimental evidence at protein level	61.35	10.000	0.9990	17	17	17	101	101	101	1537623744	1537623744	1537623744	10K(229.1629), 11C(57.0214), 13K(229.1629), 15K(229.1629), 17C(57.0214), 18K(229.1629), 19C(57.0214), 1C(57.0214), 21K(229.1629), 23K(229.1629), 36K(229.1629), 4M(15.9949), 6C(57.0214), 6M(15.9949), 8M(15.9949), 9C(57.0214), 9M(15.9949), N-term(229.1692)			40.731.802.404	32.395.504.593	20.421.983.274	37.845.861.051	32.183.166.172	31.394.560.734	48.426.947.629	27.361.168.184	40.734.506.253	22.913.508.265	61.759.196.407
sp|Q9Y618|NCOR2_HUMAN	Q9Y618	NCOR2_HUMAN	NCOR2	2514	Homo sapiens	Nuclear receptor corepressor 2	1:Experimental evidence at protein level	19.49	10.000	0.9990	40	38	38	60	54	54	351063092	180529400	351063092	10K(229.1629), 11K(229.1629), 12K(229.1629), 13K(229.1629), 14K(229.1629), 17K(229.1629), 28K(229.1629), 3C(57.0214), 5C(57.0214), 7K(229.1629), 8K(229.1629), 9K(229.1629), N-term(229.1692)			26.057.725.464	29.411.842.034	18.342.505.527	33.986.590.266	26.959.114.224	32.858.259.944	35.536.320.859	22.690.233.091	34.781.150.178	19.065.879.333	41.076.894.429
sp|Q9Y619|ORNT1_HUMAN	Q9Y619	ORNT1_HUMAN	SLC25A15	301	Homo sapiens	Mitochondrial ornithine transporter 1	1:Experimental evidence at protein level	28.24	10.000	0.9990	6	6	6	6	6	6	38289438	38289438	38289438	12K(229.1629), 22C(57.0214), 28K(229.1629), 7K(229.1629), N-term(229.1692)			2.733.660.120	2.395.579.731	1.604.210.209	2.897.030.212	2.628.400.481	2.304.280.786	3.043.359.087	2.026.354.702	2.784.745.415	1.492.258.722	3.306.226.162
sp|Q9Y623|MYH4_HUMAN	Q9Y623	MYH4_HUMAN	MYH4	1939	Homo sapiens	Myosin-4	2:Experimental evidence at transcript level	2.73	10.000	0.9990	5	1	2	9	1	3	114441128	1406499	114441128	14K(229.1629), 2K(229.1629), N-term(229.1692)			1.469.254.390	1.823.284.961	3.174.047.188	1.157.217.666	2.673.113.716	1.303.204.224	1.341.343.345	1.586.505.366	1.734.416.006	1.525.171.252	4.660.475.972
sp|Q9Y624|JAM1_HUMAN	Q9Y624	JAM1_HUMAN	F11R	299	Homo sapiens	Junctional adhesion molecule A	1:Experimental evidence at protein level	42.14	10.000	0.9990	10	10	10	17	17	17	92947174	92947174	92947174	11K(229.1629), 20K(229.1629), 22K(229.1629), 3C(57.0214), 5C(57.0214), 7K(229.1629), 8C(57.0214), 8K(229.1629), 9K(229.1629), N-term(229.1692)			5.990.010.237	9.984.458.438	5.056.286.160	12.883.077.544	7.267.746.475	13.029.927.178	7.740.205.674	8.184.823.523	10.930.756.484	6.159.626.133	10.529.876.421
sp|Q9Y639|NPTN_HUMAN	Q9Y639	NPTN_HUMAN	NPTN	398	Homo sapiens	Neuroplastin	1:Experimental evidence at protein level	13.07	10.000	0.9990	4	4	4	10	10	10	148037816	148037816	148037816	10C(57.0214), 11K(229.1629), 18K(229.1629), 9C(57.0214), 9K(229.1629), N-term(229.1692)			2.855.109.541	4.161.663.066	3.052.551.035	4.576.758.408	4.144.921.172	4.487.797.314	4.842.356.836	3.671.883.135	4.347.660.371	3.565.701.689	5.714.598.887
sp|Q9Y646|CBPQ_HUMAN	Q9Y646	CBPQ_HUMAN	CPQ	472	Homo sapiens	Carboxypeptidase Q	1:Experimental evidence at protein level	28.39	10.000	0.9990	10	10	10	25	25	25	127796220	127796220	127796220	10K(229.1629), 12M(15.9949), 15M(15.9949), 18K(229.1629), 23K(229.1629), 5C(57.0214), 7K(229.1629), 9K(229.1629), N-term(229.1692)			3.996.268.418	7.940.181.675	3.900.153.896	8.151.803.623	6.143.766.318	8.371.949.780	6.272.993.496	7.373.415.728	7.644.363.921	5.764.962.300	9.173.164.336
sp|Q9Y657|SPIN1_HUMAN	Q9Y657	SPIN1_HUMAN	SPIN1	262	Homo sapiens	Spindlin-1	1:Experimental evidence at protein level	44.66	10.000	0.9990	11	8	11	21	16	21	63765860	62245344	63765860	10K(229.1629), 13K(229.1629), 14K(229.1629), 17K(229.1629), 6C(57.0214), 7K(229.1629), N-term(229.1692)			5.444.965.337	6.980.760.996	4.391.320.835	8.235.372.920	5.431.305.469	7.488.599.668	7.924.796.440	5.686.461.714	8.004.557.925	4.901.746.084	9.849.259.194
sp|Q9Y666|S12A7_HUMAN	Q9Y666	S12A7_HUMAN	SLC12A7	1083	Homo sapiens	Solute carrier family 12 member 7	1:Experimental evidence at protein level	1.75	10.000	0.9990	2	1	1	2	1	1	3313299	0	3313299	3C(57.0214), N-term(229.1692)			133.916.914	134.077.061	154.522.227	147.683.281	185.152.539	205.820.273	156.112.910	177.900.703	177.096.484	273.437.539	358.563.438
sp|Q9Y673|ALG5_HUMAN	Q9Y673	ALG5_HUMAN	ALG5	324	Homo sapiens	Dolichyl-phosphate beta-glucosyltransferase	1:Experimental evidence at protein level	23.77	10.000	0.9990	7	7	7	13	13	13	91956594	91956594	91956594	10K(229.1629), 11K(229.1629), 15K(229.1629), 16C(57.0214), 17K(229.1629), 7C(57.0214), N-term(229.1692)			5.532.493.771	4.628.869.397	3.766.053.436	4.918.793.562	5.331.415.106	4.658.570.239	5.933.508.505	2.945.560.349	5.546.131.492	2.220.554.231	6.876.417.242
sp|Q9Y676|RT18B_HUMAN	Q9Y676	RT18B_HUMAN	MRPS18B	258	Homo sapiens	Small ribosomal subunit protein mS40	1:Experimental evidence at protein level	37.98	10.000	0.9990	10	10	10	17	17	17	310382312	310382312	310382312	13K(229.1629), 17K(229.1629), 22K(229.1629), 6C(57.0214), 8K(229.1629), 9C(57.0214), N-term(229.1692)			11.711.279.644	11.044.258.127	8.812.804.126	12.050.869.248	12.369.681.230	12.024.182.129	13.494.924.192	11.042.309.390	12.379.408.855	10.859.935.244	16.756.187.686
sp|Q9Y678|COPG1_HUMAN	Q9Y678	COPG1_HUMAN	COPG1	874	Homo sapiens	Coatomer subunit gamma-1	1:Experimental evidence at protein level	50.80	10.000	0.9990	41	36	41	96	89	96	861080224	552673616	861080224	10C(57.0214), 10K(229.1629), 11C(57.0214), 11K(229.1629), 12C(57.0214), 12K(229.1629), 13C(57.0214), 13K(229.1629), 13M(15.9949), 14C(57.0214), 14K(229.1629), 14M(15.9949), 15K(229.1629), 16K(229.1629), 17K(229.1629), 18K(229.1629), 1C(57.0214), 1C(57.0214), 1K(229.1629), 23K(229.1629), 25K(229.1629), 2C(57.0214), 3K(229.1629), 4C(57.0214), 4M(15.9949), 6C(57.0214), 6M(15.9949), 7K(229.1629), 7M(15.9949), 8C(57.0214), 8K(229.1629), 8M(15.9949), 9M(15.9949), N-term(229.1692)			53.936.734.741	60.529.955.334	36.197.872.348	70.610.279.702	58.463.171.340	63.403.989.564	69.282.015.498	47.886.912.515	69.059.576.659	35.763.747.585	73.090.300.054
sp|Q9Y679|AUP1_HUMAN	Q9Y679	AUP1_HUMAN	AUP1	410	Homo sapiens	Lipid droplet-regulating VLDL assembly factor AUP1	1:Experimental evidence at protein level	15.61	10.000	0.9990	8	8	8	15	15	15	124001988	124001988	124001988	7K(229.1629), 8K(229.1629), N-term(229.1692)			6.748.561.904	7.374.562.266	6.402.206.694	7.319.483.916	7.678.052.690	7.243.769.404	9.383.219.248	5.979.984.517	7.209.005.391	8.479.435.542	11.962.306.445
sp|Q9Y680|FKBP7_HUMAN	Q9Y680	FKBP7_HUMAN	FKBP7	222	Homo sapiens	Peptidyl-prolyl cis-trans isomerase FKBP7	1:Experimental evidence at protein level	33.33	10.000	0.9990	8	8	8	13	13	13	74225910	74225910	74225910	12K(229.1629), 13K(229.1629), 15K(229.1629), 1K(229.1629), 7K(229.1629), 8K(229.1629), 9K(229.1629), N-term(229.1692)			4.155.122.410	7.395.605.552	4.458.991.213	7.678.255.000	5.388.560.322	7.158.532.065	6.198.983.618	4.496.538.208	7.010.455.225	3.571.587.747	6.784.238.159
sp|Q9Y692|GMEB1_HUMAN	Q9Y692	GMEB1_HUMAN	GMEB1	573	Homo sapiens	Glucocorticoid modulatory element-binding protein 1	1:Experimental evidence at protein level	28.45	10.000	0.9990	12	9	12	16	12	16	143648540	86828566	143648540	13C(57.0214), 13K(229.1629), 14K(229.1629), 17K(229.1629), 28K(229.1629), 29K(229.1629), 2C(57.0214), 3C(57.0214), 6C(57.0214), 9K(229.1629), N-term(229.1692), N-term(42.0106)			8.170.296.816	8.194.991.177	5.904.784.629	9.177.323.164	7.655.266.677	9.327.142.148	11.178.184.707	7.518.904.023	9.593.301.973	6.968.357.939	11.895.953.643
